Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
0.271589991,-0.86043207,0.107308958,-1.32243385,0.543301221,1.614832614,-0.663879872,1.006612293,1.301049016,1.256820581,1.031642839,0.604289863,-1.531137883,1.554293264,-0.050953396,1.27960868,1.808525246,0.8941406,-0.827230556,1.536011617,-1.329097671,-0.315141115,-1.489618889,0.632343664,1
1.355499687,-0.86043207,0.107308958,0.150266256,-1.339678653,1.614832614,1.434333816,0.792988698,0.266777618,0.723862938,1.745975682,-0.350099774,-0.788240591,-0.311088663,1.223413,-0.781488916,0.964130327,-1.101107625,1.526113144,-0.330213733,-0.365828492,0.622765102,-0.88888248,-1.279420405,0
1.716802918,-0.86043207,-1.181988297,-1.32243385,0.543301221,0.087122786,-0.206997691,-1.813219166,-0.379642006,0.457384117,1.745975682,1.5586795,-0.788240591,-1.243779626,1.185931635,-0.781488916,0.119735408,-0.851701597,-0.103124802,-1.263326408,1.560709866,-1.253047332,-0.513422224,-1.279420405,0
0.271589991,-0.86043207,-1.181988297,0.150266256,-0.398188716,-0.676732128,0.049504678,-1.343247256,-1.02606163,-1.674446452,-1.11135569,-0.350099774,0.697553992,-1.243779626,1.185931635,1.27960868,-0.302462052,-0.35288954,-1.370309871,-1.263326408,0.597440687,1.560671319,-1.714895043,0.632343664,0
-1.625251976,1.162206796,-1.181988297,1.622966363,1.484791158,0.8509777,1.293723513,-1.685045009,0.137493693,-1.674446452,1.38880926,0.604289863,1.440451283,0.6216023,0.436304343,-0.781488916,-0.302462052,0.520031558,1.345086706,0.602898942,0.597440687,-1.253047332,-0.513422224,-0.32353837,0
0.090938375,1.162206796,1.396606212,-0.586083797,-1.339678653,-1.440587041,-1.276770602,-0.061505684,-0.508925931,0.457384117,-0.754189269,0.604289863,1.440451283,-1.243779626,0.961043447,1.27960868,1.386327786,-0.228186526,1.526113144,0.602898942,0.597440687,0.622765102,-1.639802992,-1.279420405,0
-1.715577784,1.162206796,0.107308958,-0.586083797,1.484791158,0.8509777,0.949086444,-1.300522537,-0.121074156,0.99034176,1.031642839,0.604289863,0.697553992,-1.243779626,1.298375729,1.27960868,-1.56905443,0.021219502,-1.008256994,-0.330213733,1.560709866,-0.315141115,-1.339434787,0.632343664,0
0.271589991,1.162206796,0.107308958,-1.32243385,-1.339678653,-1.440587041,1.659229258,1.775657237,-1.543197329,1.789778223,1.031642839,-1.304489412,0.697553992,-1.243779626,-1.475245251,1.27960868,0.119735408,0.8941406,0.077901636,0.602898942,1.560709866,-1.253047332,1.514063157,1.588225698,0
0.813544839,-0.86043207,-1.181988297,-0.586083797,1.484791158,-1.440587041,0.529079011,-1.685045009,0.525345467,-0.342052346,-0.754189269,-1.304489412,-1.531137883,-0.311088663,-0.763099324,-0.781488916,-1.146856971,-0.851701597,-0.103124802,-0.330213733,1.560709866,1.560671319,-0.963974531,0.632343664,0
1.536151302,1.162206796,0.107308958,-1.32243385,-1.339678653,1.614832614,-0.910251815,1.647483079,0.396061543,-0.875009989,-0.754189269,-1.304489412,0.697553992,0.6216023,-0.050953396,-0.781488916,1.808525246,-0.103483512,1.164060267,1.536011617,0.597440687,-1.253047332,1.438971106,0.632343664,0
-1.715577784,1.162206796,0.107308958,-1.32243385,-1.339678653,-1.440587041,-0.653749446,1.092061731,-0.638209856,-0.075573525,0.317309996,-0.350099774,-0.788240591,-0.311088663,1.823114833,-0.781488916,0.964130327,-1.350513653,-1.189283433,-1.263326408,-1.329097671,-1.253047332,-0.438330173,-0.32353837,0
0.000612567,-0.86043207,-1.181988297,-1.32243385,-1.339678653,-1.440587041,0.421291286,-1.044174223,-1.155345555,-0.608531167,-1.468522111,0.604289863,-0.0453433,0.6216023,1.185931635,-0.781488916,1.386327786,0.27062553,1.345086706,1.536011617,-0.365828492,1.560671319,1.213694953,0.632343664,0
1.084522263,1.162206796,1.396606212,-0.586083797,-1.339678653,0.087122786,-0.473833093,-1.770494447,-0.250358081,0.723862938,-0.397022847,1.5586795,-0.788240591,-0.311088663,0.473785708,-0.781488916,0.541932867,0.644734572,1.345086706,0.602898942,1.560709866,-0.315141115,0.087314185,1.588225698,0
-0.812319705,1.162206796,1.396606212,-1.32243385,-1.339678653,0.8509777,-0.587699073,-1.343247256,-0.638209856,1.789778223,-1.468522111,-0.350099774,0.697553992,-1.243779626,-1.362801157,-0.781488916,1.808525246,0.520031558,-1.732362748,-1.263326408,-1.329097671,1.560671319,1.138602902,0.632343664,1
0.090938375,1.162206796,1.396606212,-0.586083797,-1.339678653,0.087122786,1.065181118,1.60475836,0.396061543,-0.075573525,-0.754189269,-0.350099774,1.440451283,-0.311088663,-0.200878855,1.27960868,0.541932867,-0.976404611,0.620980952,-1.263326408,-0.365828492,0.622765102,0.312590339,1.588225698,0
0.361915799,1.162206796,-1.181988297,-1.32243385,-1.339678653,-1.440587041,-0.260283728,1.305685327,1.430332941,0.190905296,1.38880926,-0.350099774,-0.788240591,-0.311088663,-0.088434761,-0.781488916,0.964130327,-0.103483512,-0.465177679,1.536011617,0.597440687,-0.315141115,1.66424726,-1.279420405,0
0.542567415,1.162206796,0.107308958,0.886616309,-1.339678653,1.614832614,1.229294008,-1.599595571,0.654629392,0.190905296,-0.039856426,1.5586795,1.440451283,0.6216023,0.548748437,-0.781488916,0.964130327,0.644734572,-1.55133631,-0.330213733,-1.329097671,-1.253047332,-0.588514275,0.632343664,1
0.632893223,1.162206796,-1.181988297,-1.32243385,-1.339678653,0.087122786,0.487139051,-1.514146132,1.430332941,-1.674446452,-0.039856426,0.604289863,-0.788240591,0.6216023,1.560745281,-0.781488916,1.808525246,1.143546628,1.526113144,-1.263326408,0.597440687,1.560671319,-0.88888248,-0.32353837,1
-0.451016473,-0.86043207,-1.181988297,0.150266256,1.484791158,0.087122786,0.529484228,0.323016788,0.137493693,0.190905296,-0.397022847,-1.304489412,1.440451283,-0.311088663,0.136453427,-0.781488916,1.386327786,-0.851701597,0.80200739,-0.330213733,-0.365828492,0.622765102,1.288787004,0.632343664,0
-0.541342281,-0.86043207,0.107308958,-1.32243385,0.543301221,-0.676732128,1.052214174,-1.385971975,1.301049016,-0.342052346,-0.754189269,0.604289863,-0.788240591,0.6216023,1.523263916,1.27960868,-1.56905443,0.395328544,-1.55133631,1.536011617,1.560709866,1.560671319,0.38768239,1.588225698,0
-1.625251976,1.162206796,1.396606212,1.622966363,-1.339678653,-1.440587041,-1.154395065,0.835713417,1.301049016,-0.875009989,-0.039856426,0.604289863,1.440451283,0.6216023,1.598226645,1.27960868,-0.302462052,1.642358685,-1.189283433,1.536011617,0.597440687,-0.315141115,-0.062869917,1.588225698,0
1.445825495,1.162206796,1.396606212,-1.32243385,0.543301221,1.614832614,0.169651522,0.579365102,-1.155345555,1.523299402,-0.397022847,-0.350099774,-0.0453433,0.6216023,1.036006177,1.27960868,0.964130327,1.268249643,-1.732362748,-0.330213733,-1.329097671,0.622765102,-0.213054019,-0.32353837,1
-1.263948744,-0.86043207,-1.181988297,0.150266256,-1.339678653,0.087122786,-0.157358607,-1.343247256,-0.250358081,1.789778223,1.031642839,-0.350099774,-1.531137883,1.554293264,0.998524812,1.27960868,1.386327786,0.769437586,1.526113144,1.536011617,1.560709866,-1.253047332,-0.588514275,1.588225698,0
0.000612567,1.162206796,1.396606212,0.150266256,-1.339678653,0.087122786,1.247123557,1.262960608,-1.413913404,1.256820581,-0.397022847,-0.350099774,-0.788240591,0.6216023,-0.200878855,1.27960868,0.964130327,-1.225810639,-0.103124802,-1.263326408,-1.329097671,-0.315141115,1.814431362,0.632343664,0
-1.083297128,1.162206796,-1.181988297,-0.586083797,1.484791158,1.614832614,-0.017761346,-1.770494447,1.042481167,0.190905296,1.031642839,-1.304489412,-0.0453433,1.554293264,-0.800580688,-0.781488916,-0.724659511,-1.475216667,-1.732362748,1.536011617,-0.365828492,0.622765102,1.288787004,1.588225698,0
1.62647711,1.162206796,-1.181988297,0.886616309,-0.398188716,-1.440587041,-0.087053455,-1.514146132,-0.121074156,-1.14148881,0.317309996,-1.304489412,-1.531137883,1.554293264,-1.775096167,1.27960868,-0.302462052,-0.602295569,1.707139582,1.536011617,-0.365828492,-0.315141115,1.589155209,0.632343664,0
-0.270364857,-0.86043207,0.107308958,-1.32243385,-0.398188716,-0.676732128,0.231244508,-1.385971975,-1.801765179,1.523299402,-0.039856426,-1.304489412,-0.788240591,0.6216023,0.286378885,1.27960868,0.964130327,1.642358685,0.80200739,-1.263326408,1.560709866,-1.253047332,0.162406236,0.632343664,1
-1.534926168,1.162206796,0.107308958,-0.586083797,1.484791158,0.087122786,1.329180002,0.408466226,1.68890079,-0.875009989,-0.397022847,0.604289863,-0.0453433,-0.311088663,0.286378885,-0.781488916,1.386327786,-0.726998583,-1.189283433,-0.330213733,-1.329097671,0.622765102,0.988418799,1.588225698,0
0.361915799,-0.86043207,0.107308958,0.886616309,0.543301221,-0.676732128,-0.691637237,-1.428696694,0.654629392,-0.342052346,-0.397022847,-0.350099774,-0.0453433,0.6216023,-0.575692501,-0.781488916,0.964130327,-1.599919681,-0.646204118,1.536011617,-1.329097671,1.560671319,-0.137961968,-0.32353837,1
-0.631668089,1.162206796,-1.181988297,-1.32243385,-0.398188716,0.8509777,0.491596438,1.775657237,-1.284629479,0.99034176,-0.397022847,1.5586795,-0.0453433,-1.243779626,1.410819822,1.27960868,0.541932867,-1.849325709,-0.646204118,-0.330213733,-1.329097671,1.560671319,-1.039066582,-1.279420405,0
-1.083297128,-0.86043207,0.107308958,1.622966363,1.484791158,-1.440587041,-0.586078205,1.732932518,-0.896777705,-0.075573525,1.38880926,0.604289863,0.697553992,-0.311088663,0.323860249,-0.781488916,1.808525246,-0.477592555,1.345086706,-1.263326408,-1.329097671,-1.253047332,-1.264342736,-0.32353837,0
0.452241607,-0.86043207,1.396606212,-1.32243385,1.484791158,0.8509777,-1.308782746,-1.514146132,-0.379642006,-0.875009989,-0.397022847,-1.304489412,1.440451283,1.554293264,0.098972062,-0.781488916,1.808525246,0.8941406,0.439954513,-0.330213733,-0.365828492,0.622765102,-1.114158633,-1.279420405,0
-1.715577784,1.162206796,1.396606212,0.150266256,-0.398188716,0.8509777,0.916466475,-0.317853998,-1.672481254,-0.875009989,1.38880926,1.5586795,-1.531137883,1.554293264,-0.763099324,1.27960868,0.964130327,-0.103483512,-0.103124802,-0.330213733,-1.329097671,-1.253047332,0.087314185,-0.32353837,0
-0.089713241,-0.86043207,-1.181988297,0.150266256,0.543301221,0.8509777,0.437905184,1.391134765,-0.379642006,-0.075573525,1.745975682,1.5586795,1.440451283,-0.311088663,-0.538211136,-0.781488916,1.386327786,-0.103483512,-0.465177679,0.602898942,-0.365828492,-1.253047332,1.66424726,0.632343664,0
0.632893223,1.162206796,-1.181988297,1.622966363,1.484791158,-1.440587041,1.048364612,-1.257797818,-1.284629479,-0.342052346,0.317309996,-0.350099774,1.440451283,-0.311088663,0.961043447,1.27960868,0.541932867,0.644734572,-0.103124802,0.602898942,-1.329097671,-0.315141115,-0.663606326,0.632343664,0
-1.263948744,-0.86043207,0.107308958,-0.586083797,-1.339678653,-1.440587041,-0.268590677,0.451190945,0.913197242,1.523299402,1.745975682,1.5586795,1.440451283,0.6216023,-0.050953396,1.27960868,-1.56905443,-0.228186526,0.620980952,1.536011617,-1.329097671,1.560671319,-0.813790429,1.588225698,0
-1.173622936,1.162206796,-1.181988297,0.886616309,0.543301221,1.614832614,1.124140193,1.775657237,-1.284629479,0.99034176,0.674476417,-1.304489412,-0.0453433,1.554293264,-0.613173865,-0.781488916,-1.56905443,1.268249643,0.620980952,0.602898942,0.597440687,-1.253047332,1.363879055,-1.279420405,0
1.265173879,1.162206796,-1.181988297,-1.32243385,0.543301221,-0.676732128,-0.51759653,-0.958724784,-0.250358081,0.190905296,1.745975682,-0.350099774,1.440451283,-1.243779626,0.961043447,1.27960868,0.541932867,-1.101107625,1.707139582,0.602898942,0.597440687,-0.315141115,1.66424726,-1.279420405,0
-0.631668089,-0.86043207,1.396606212,0.150266256,-0.398188716,-0.676732128,1.501802449,0.280292069,-0.76749378,-1.674446452,-0.754189269,1.5586795,0.697553992,0.6216023,0.886080718,1.27960868,-1.146856971,0.145922516,0.077901636,0.602898942,-1.329097671,-1.253047332,0.162406236,1.588225698,1
-0.360690665,1.162206796,1.396606212,-0.586083797,-0.398188716,1.614832614,-0.371921015,-0.189679841,-0.638209856,0.723862938,1.031642839,-0.350099774,-0.788240591,-0.311088663,1.073487541,-0.781488916,1.386327786,1.018843614,-0.827230556,-0.330213733,-0.365828492,-1.253047332,-0.213054019,-0.32353837,1
1.355499687,1.162206796,0.107308958,1.622966363,-1.339678653,1.614832614,-0.774504116,-1.001449504,-1.801765179,1.523299402,-0.754189269,1.5586795,-0.0453433,1.554293264,-1.512726615,-0.781488916,-1.56905443,0.395328544,-1.732362748,-0.330213733,-1.329097671,-1.253047332,-0.062869917,1.588225698,0
1.716802918,-0.86043207,-1.181988297,0.150266256,1.484791158,0.8509777,-1.593447697,-1.556870852,-1.543197329,0.99034176,-1.468522111,0.604289863,-1.531137883,-0.311088663,-0.050953396,-0.781488916,-1.146856971,-1.101107625,1.526113144,0.602898942,0.597440687,1.560671319,1.514063157,-0.32353837,1
-1.534926168,1.162206796,-1.181988297,1.622966363,-0.398188716,1.614832614,-0.10812474,-1.471421413,0.396061543,-0.075573525,1.745975682,0.604289863,-0.788240591,-0.311088663,0.661192531,-0.781488916,1.386327786,1.517655671,-0.646204118,-1.263326408,-1.329097671,0.622765102,0.312590339,1.588225698,0
-1.715577784,1.162206796,1.396606212,-1.32243385,-0.398188716,0.087122786,0.379756543,-1.813219166,-0.379642006,1.256820581,-0.039856426,-1.304489412,-0.788240591,-0.311088663,1.63570801,1.27960868,0.541932867,-1.599919681,1.345086706,0.602898942,0.597440687,1.560671319,1.06351085,-1.279420405,1
-1.354274552,-0.86043207,-1.181988297,0.886616309,0.543301221,-0.676732128,-0.933551793,-0.745101189,1.818184715,-0.075573525,-1.11135569,0.604289863,-0.788240591,0.6216023,1.260894364,-0.781488916,-1.146856971,1.767061699,-1.370309871,-1.263326408,-1.329097671,-0.315141115,-0.88888248,-1.279420405,0
-1.534926168,-0.86043207,1.396606212,0.150266256,-0.398188716,1.614832614,1.67786924,-0.23240456,-1.543197329,0.99034176,1.745975682,0.604289863,1.440451283,-1.243779626,-0.500729771,-0.781488916,-1.146856971,-1.599919681,1.707139582,-0.330213733,1.560709866,0.622765102,0.012222134,-0.32353837,0
0.723219031,1.162206796,0.107308958,0.150266256,-0.398188716,0.087122786,1.727305716,-0.23240456,1.430332941,-0.075573525,0.317309996,0.604289863,1.440451283,-1.243779626,1.748152104,1.27960868,0.964130327,1.268249643,0.077901636,-1.263326408,-1.329097671,-0.315141115,-0.813790429,-1.279420405,1
-0.270364857,1.162206796,1.396606212,-1.32243385,-0.398188716,0.087122786,-1.260359313,0.750263979,1.301049016,-0.075573525,1.745975682,1.5586795,-0.0453433,1.554293264,0.811117989,1.27960868,0.119735408,1.143546628,-1.008256994,-0.330213733,-0.365828492,-1.253047332,1.213694953,-1.279420405,0
0.452241607,-0.86043207,-1.181988297,-0.586083797,-0.398188716,0.087122786,-0.715545041,0.023943754,1.818184715,0.723862938,1.38880926,1.5586795,1.440451283,-0.311088663,1.598226645,1.27960868,0.119735408,1.642358685,1.526113144,-1.263326408,0.597440687,0.622765102,1.814431362,-1.279420405,0
1.174848071,-0.86043207,0.107308958,0.886616309,0.543301221,0.087122786,0.781326601,0.023943754,-0.76749378,1.789778223,-1.468522111,-0.350099774,1.440451283,-1.243779626,-0.200878855,1.27960868,1.386327786,0.27062553,-1.55133631,-0.330213733,1.560709866,-0.315141115,-1.639802992,-1.279420405,0
-0.99297132,1.162206796,1.396606212,0.150266256,-1.339678653,0.8509777,-1.541782528,1.305685327,1.430332941,0.723862938,-0.397022847,1.5586795,1.440451283,-0.311088663,1.223413,-0.781488916,0.964130327,1.767061699,-1.189283433,-0.330213733,0.597440687,-1.253047332,1.138602902,0.632343664,0
1.355499687,-0.86043207,1.396606212,0.886616309,-1.339678653,0.087122786,-1.459928692,0.792988698,-1.672481254,0.190905296,-1.468522111,0.604289863,-0.0453433,1.554293264,0.398822979,-0.781488916,1.808525246,0.520031558,-0.103124802,0.602898942,0.597440687,-0.315141115,-0.88888248,1.588225698,0
-0.631668089,1.162206796,0.107308958,0.150266256,1.484791158,0.8509777,-0.206592474,-1.599595571,-1.543197329,0.457384117,-1.468522111,1.5586795,-0.0453433,-0.311088663,0.511267072,1.27960868,-0.302462052,0.769437586,-1.55133631,1.536011617,-0.365828492,-0.315141115,1.138602902,1.588225698,1
0.903870647,1.162206796,0.107308958,0.886616309,-0.398188716,0.8509777,1.052011565,-1.129623661,-0.121074156,0.457384117,1.031642839,-1.304489412,0.697553992,-1.243779626,-1.662652074,1.27960868,-0.302462052,-0.228186526,-0.465177679,1.536011617,-1.329097671,1.560671319,-0.738698378,0.632343664,1
-0.541342281,1.162206796,1.396606212,1.622966363,0.543301221,0.087122786,0.789430942,0.323016788,-1.413913404,-1.407967631,-1.11135569,-0.350099774,0.697553992,-0.311088663,1.410819822,1.27960868,-1.146856971,-1.599919681,-1.732362748,-0.330213733,-0.365828492,-1.253047332,0.462774441,-1.279420405,1
-1.173622936,1.162206796,-1.181988297,0.150266256,1.484791158,-0.676732128,-0.657396399,-0.23240456,1.301049016,1.523299402,-1.468522111,-0.350099774,0.697553992,-1.243779626,1.373338458,1.27960868,-0.724659511,1.517655671,-0.827230556,0.602898942,-1.329097671,1.560671319,1.288787004,1.588225698,0
-0.631668089,1.162206796,1.396606212,0.886616309,1.484791158,0.087122786,1.587505847,-0.830550627,0.525345467,1.523299402,1.031642839,1.5586795,0.697553992,1.554293264,1.523263916,-0.781488916,-1.56905443,1.268249643,0.077901636,1.536011617,1.560709866,0.622765102,1.438971106,1.588225698,0
0.181264183,-0.86043207,0.107308958,-0.586083797,-1.339678653,0.087122786,-0.895461394,0.323016788,-0.250358081,-0.075573525,-0.397022847,0.604289863,-0.788240591,-0.311088663,0.998524812,1.27960868,-1.56905443,1.767061699,-0.103124802,1.536011617,-0.365828492,-1.253047332,1.814431362,1.588225698,1
1.716802918,-0.86043207,1.396606212,1.622966363,0.543301221,0.087122786,-1.527397324,-1.428696694,-1.02606163,-0.075573525,-0.754189269,-0.350099774,-0.788240591,-1.243779626,-0.350804313,-0.781488916,0.964130327,1.268249643,0.439954513,0.602898942,-0.365828492,1.560671319,-0.363238122,-0.32353837,0
0.000612567,-0.86043207,0.107308958,1.622966363,0.543301221,-0.676732128,0.749314457,1.220235889,-0.379642006,-0.875009989,-0.397022847,-1.304489412,0.697553992,1.554293264,-1.137912969,1.27960868,0.119735408,-1.101107625,-1.732362748,0.602898942,0.597440687,1.560671319,0.537866492,0.632343664,0
-0.451016473,-0.86043207,0.107308958,-0.586083797,0.543301221,-1.440587041,0.416631291,-0.958724784,-1.543197329,0.457384117,-0.039856426,-1.304489412,0.697553992,-0.311088663,-0.088434761,-0.781488916,-0.724659511,-1.101107625,-1.55133631,1.536011617,-0.365828492,0.622765102,1.438971106,-0.32353837,0
-0.270364857,1.162206796,-1.181988297,0.886616309,-1.339678653,-1.440587041,1.435752076,1.13478645,1.042481167,0.190905296,-1.468522111,-0.350099774,-1.531137883,1.554293264,0.586229802,-0.781488916,0.964130327,-1.350513653,-1.370309871,1.536011617,-1.329097671,-0.315141115,1.438971106,-0.32353837,0
0.271589991,1.162206796,0.107308958,-1.32243385,-1.339678653,0.8509777,1.556506745,1.775657237,1.042481167,1.256820581,-1.468522111,0.604289863,-0.788240591,-1.243779626,0.661192531,-0.781488916,-1.146856971,-1.599919681,-0.284151241,-1.263326408,-0.365828492,-0.315141115,0.087314185,0.632343664,0
0.452241607,1.162206796,0.107308958,-0.586083797,-1.339678653,0.8509777,1.668549249,0.579365102,-0.76749378,-1.674446452,-0.754189269,0.604289863,-1.531137883,-0.311088663,1.560745281,-0.781488916,-0.724659511,0.27062553,-1.008256994,-1.263326408,-0.365828492,-0.315141115,-1.489618889,1.588225698,0
0.361915799,1.162206796,-1.181988297,0.886616309,-1.339678653,-0.676732128,0.253734052,-0.189679841,-1.672481254,-1.407967631,0.317309996,1.5586795,-1.531137883,-0.311088663,-1.175394334,1.27960868,-1.56905443,-0.103483512,-0.103124802,-0.330213733,1.560709866,0.622765102,-0.813790429,-0.32353837,0
0.723219031,-0.86043207,0.107308958,-0.586083797,-1.339678653,1.614832614,-0.141757752,-0.446028155,1.818184715,1.523299402,-1.468522111,1.5586795,1.440451283,-0.311088663,0.024009333,-0.781488916,1.386327786,0.520031558,-0.103124802,1.536011617,-1.329097671,1.560671319,0.913326748,1.588225698,0
-0.541342281,1.162206796,-1.181988297,-0.586083797,-0.398188716,-1.440587041,-1.314658393,0.664814541,0.913197242,1.523299402,-1.11135569,-0.350099774,-0.0453433,1.554293264,-0.725617959,1.27960868,-1.146856971,-0.228186526,0.258928075,0.602898942,0.597440687,-1.253047332,1.363879055,-0.32353837,0
-1.805903592,1.162206796,-1.181988297,0.150266256,-0.398188716,0.8509777,1.17074015,-1.086898942,-0.76749378,-1.407967631,0.674476417,1.5586795,-0.788240591,1.554293264,0.623711166,-0.781488916,0.964130327,1.642358685,1.345086706,0.602898942,-1.329097671,0.622765102,0.988418799,1.588225698,0
0.361915799,-0.86043207,0.107308958,0.886616309,0.543301221,-1.440587041,-0.784229324,0.536640383,-0.379642006,1.256820581,-1.468522111,1.5586795,0.697553992,-1.243779626,-1.662652074,-0.781488916,1.808525246,-1.475216667,-1.732362748,1.536011617,1.560709866,-0.315141115,-1.56471094,-1.279420405,0
-1.263948744,-0.86043207,0.107308958,-1.32243385,1.484791158,-0.676732128,1.516795478,0.579365102,-0.379642006,1.256820581,0.674476417,1.5586795,0.697553992,0.6216023,1.63570801,1.27960868,0.541932867,1.392952657,-1.370309871,-0.330213733,-1.329097671,-0.315141115,-0.588514275,-1.279420405,0
-1.083297128,-0.86043207,1.396606212,0.150266256,0.543301221,-0.676732128,0.200245406,1.391134765,0.008209768,0.99034176,-0.397022847,-1.304489412,-0.0453433,-0.311088663,1.785633468,1.27960868,-1.146856971,1.018843614,-1.008256994,0.602898942,-1.329097671,-1.253047332,0.162406236,-1.279420405,0
0.271589991,-0.86043207,-1.181988297,-0.586083797,1.484791158,1.614832614,1.153315818,0.194842631,-1.672481254,0.190905296,1.745975682,1.5586795,-0.788240591,-0.311088663,-0.275841584,-0.781488916,-1.146856971,-0.976404611,1.164060267,1.536011617,-0.365828492,0.622765102,1.213694953,0.632343664,0
-1.805903592,1.162206796,1.396606212,-0.586083797,-1.339678653,1.614832614,-0.145809922,-0.061505684,0.396061543,-1.674446452,0.317309996,-0.350099774,0.697553992,-1.243779626,1.298375729,-0.781488916,1.808525246,1.642358685,-0.465177679,1.536011617,-0.365828492,-0.315141115,1.138602902,-1.279420405,0
-1.173622936,1.162206796,0.107308958,-0.586083797,1.484791158,-0.676732128,1.169524499,-0.70237647,-0.250358081,-0.875009989,1.031642839,0.604289863,0.697553992,-0.311088663,1.673189375,1.27960868,1.386327786,0.644734572,1.164060267,-0.330213733,-1.329097671,0.622765102,-0.363238122,-0.32353837,0
0.271589991,-0.86043207,1.396606212,0.886616309,0.543301221,0.8509777,-0.89059879,1.305685327,-0.121074156,0.723862938,1.38880926,1.5586795,1.440451283,1.554293264,-1.662652074,-0.781488916,1.808525246,-0.35288954,-0.284151241,1.536011617,-1.329097671,1.560671319,1.66424726,1.588225698,0
-0.902645512,1.162206796,-1.181988297,0.886616309,0.543301221,-1.440587041,0.88729085,0.365741507,-1.284629479,1.256820581,0.317309996,0.604289863,-1.531137883,1.554293264,0.024009333,1.27960868,-0.302462052,0.769437586,-0.827230556,0.602898942,0.597440687,0.622765102,-0.663606326,1.588225698,0
